SSN,Name,BirthDate,EmployedDate,Salary
126272,Michael,1997-01-25,2002-07-27,45580
136957,Siti,1993-04-24,2020-12-24,60810
120035,Amira,1983-02-25,2004-07-25,62154
160874,Haikal,1990-06-06,2011-04-01,51568
150329,Aida,1993-10-14,2008-06-19,32826
111534,Zulkifli,2000-02-01,2011-01-22,37688
131901,Adnan,1992-06-08,2019-09-17,58190
110353,Aqil,1985-11-02,2014-11-26,57809
135393,Syukri,1992-12-15,2012-12-04,54540
109031,Sofea,1997-02-21,2006-04-06,30311
192794,Haziq,1989-05-18,2018-09-22,33762
142147,Aida,1991-06-09,2008-02-28,53796
100958,Michael,2000-02-19,2015-11-26,37661
104397,Lutfi,1990-09-22,2002-09-10,43294
131652,Luqman,1995-07-22,2017-04-06,32013
108852,Eryna,1985-04-08,2000-08-26,46501
156832,Izzah,1990-02-09,2013-01-23,57562
150741,Olivia,1998-07-19,2011-12-10,46663
141757,Haziq,1997-04-03,2014-08-26,52788
165866,Abidin,1996-05-15,2009-04-18,58632
105742,Fatin,1987-12-11,2008-05-07,38594
190933,Aisyah,1997-11-03,2016-10-22,59390
133891,Ikhwan,1986-06-01,2011-10-15,57987
184169,Elina,1997-05-01,2011-01-08,37619
139191,Zainal,1991-07-22,2004-03-15,62364
153062,Razak,1990-11-10,2006-06-15,56741
106678,Qistina,1987-01-05,2006-02-04,31538
160774,Michael,1991-04-16,2013-09-19,55023
164249,Elina,1999-03-18,2009-05-03,39479
140958,Nur,1995-11-09,2001-03-17,31327
181288,Azfar,1991-06-01,2021-09-10,60483
157170,Aida,1982-10-28,2020-05-15,43917
184611,Haziq,1995-07-04,2021-08-16,30284
120389,Syed,1991-08-04,2011-02-25,38935
154882,Hamid,1985-12-28,2016-03-28,54293
109240,Ilham,1999-03-26,2005-06-28,41439
134202,Zara,1999-06-17,2007-07-10,33718
144630,Michael,1982-04-05,2017-10-09,45524
196188,Ammar,1981-01-12,2000-02-23,57647
127886,Hadi,1980-07-18,2016-06-26,60620
127730,Adnan,1984-06-23,2000-06-04,61589
114998,Aiman,1997-02-23,2020-04-23,57829
122158,Christopher,1990-07-04,2000-02-13,54758
100555,Zulaikhah,1996-10-02,2008-12-28,55856
188593,Ili,1999-05-03,2003-03-18,43535
143017,Afiq,1985-06-24,2006-07-23,34496
165121,Nurul,1993-08-21,2000-05-21,45096
101779,Hakim,1989-04-19,2022-07-20,59716
129133,Aisha,1993-04-18,2016-05-15,37017
134522,Izzati,1994-02-11,2001-12-20,59295
170466,Nurul,1996-07-12,2022-09-15,57402
108122,Liyana,1983-02-27,2005-03-15,39053
142693,Alya,1989-07-16,2020-01-27,33798
117098,Ashraf,1995-05-02,2009-05-27,37169
189955,Zulaikha,1990-12-12,2018-02-17,53119
129303,Aqil,1998-01-06,2012-10-15,42887
182837,Wan,1991-01-22,2022-06-23,33339
176033,Nur,1987-01-12,2016-12-06,43464
182951,Auni,1987-04-09,2020-04-09,38343
130502,Aqil,1991-08-19,2000-10-27,40595
169674,John,1986-07-05,2008-11-01,38577
148001,Lina,1999-12-07,2018-03-20,36785
156419,Syafiq,1992-10-17,2000-12-15,32702
186766,Zara,1980-07-15,2012-02-12,31350
153752,Aiman,1988-10-23,2017-06-16,60639
185054,Zaim,1988-05-20,2008-01-23,44997
103753,Adeeb,1991-09-14,2002-02-25,59170
177401,Afiq,1996-09-11,2011-07-12,62395
128738,Kamil,1993-03-15,2003-04-12,39240
122552,Alya,1988-05-05,2003-05-14,38222
172462,Aisha,1984-05-28,2008-12-03,43214
184807,Syahirah,1997-09-07,2001-07-27,45391
142574,Fikri,1988-05-22,2017-04-15,57070
101661,Nashit,1996-01-14,2012-08-19,54626
192022,Zaim,1989-05-09,2020-03-04,36677
131847,Wan,1990-07-25,2009-10-15,33295
108641,Fikri,1987-10-25,2016-10-03,44186
188026,Syukri,1998-10-02,2019-05-15,61114
152006,Syazwan,1994-06-17,2002-06-15,51864
197100,Alyssa,1986-11-08,2022-04-08,57970
142081,Ismadi,1996-04-26,2000-04-18,46223
183294,Nurul,1993-04-17,2013-03-15,41967
166742,Amin,1987-03-21,2012-04-03,38936
142545,Fauzi,1983-04-01,2016-09-08,46925
121667,Daniel,2000-08-21,2002-04-26,55024
175077,Aqilah,1983-01-14,2012-08-28,61169
173002,Zulaikha,1994-03-20,2020-05-22,34310
151039,Imran,1993-01-22,2011-01-22,35335
177160,Hakimi,1994-04-05,2012-02-20,53310
103922,Amsyar,1995-07-10,2008-07-26,56440
144960,Haikal,1980-06-14,2001-03-25,45485
105841,Nadira,1992-12-03,2012-11-21,45238
137278,Aida,1995-12-23,2009-11-14,45673
194749,Luqman,1982-12-06,2000-11-07,34712
176941,Ismadi,1992-04-19,2021-08-14,41319
156335,Irfan,1995-06-05,2004-09-26,60360
140085,Eryna,1999-01-09,2019-08-05,39899
184989,Firdaus,1998-03-02,2006-12-15,37066
123220,Fatin,1988-10-13,2017-09-24,40404
185034,Ezra,1994-09-16,2013-03-06,42989
169299,Matthew,1991-10-19,2018-06-12,60351
183364,Ahmad,1988-04-17,2006-05-09,33978
161405,Luqman,1996-04-20,2021-07-09,30073
113828,Aida,1995-10-24,2006-03-16,40534
143406,Zulaikha,1995-10-05,2017-11-03,33052
170173,Fikri,1980-09-13,2004-09-06,31893
175951,Hayati,1997-09-23,2016-12-25,37966
118477,Soraya,1985-09-24,2006-08-01,49427
101793,Rizal,1997-09-03,2022-11-27,52652
131736,Zara,1985-04-08,2019-08-18,32966
160635,Farah,1999-11-11,2022-04-15,60365
198796,Sophia,1997-04-16,2015-05-09,42879
141582,Jane,1993-06-11,2006-12-09,58798
175076,Rayyan,1982-08-15,2006-11-05,38195
183942,Hafiz,1980-07-06,2012-07-04,50543
129331,Sophia,1989-01-19,2013-11-06,62736
155536,Hadi,1986-11-06,2020-12-09,47219
184218,Akmal,1999-11-03,2019-04-20,35594
162105,Fikri,1990-08-06,2012-04-22,37945
172216,Khadijah,1993-07-24,2019-11-10,49435
194538,Alya,1991-11-16,2009-08-03,32493
143445,Zaim,1981-02-18,2022-11-02,41156
145283,Izzah,1982-10-05,2015-03-18,34428
168619,Razak,1986-04-24,2020-03-20,44280
156713,Izzati,1998-11-04,2002-07-01,49541
185062,Hasif,1986-10-06,2013-03-18,61962
123492,Fatin,1980-06-07,2004-11-20,42828
164040,Luqman,2000-08-17,2008-04-02,38887
185727,Zara,1983-02-23,2011-06-16,30662
134763,Aziz,1987-06-25,2016-10-09,35876
174117,Afiq,1998-05-13,2014-05-15,44454
123413,Michael,1980-11-10,2010-01-07,49032
160733,Nazri,1987-03-20,2005-05-19,54983
128586,Nureen,1982-07-03,2015-11-12,50542
187539,Eryna,1980-06-27,2020-03-18,44854
154172,Ikhwan,1982-06-07,2005-04-25,41674
161185,Nurul,1997-06-21,2015-11-15,39167
169902,Irfan,2000-10-03,2000-07-14,58298
175167,Adnan,1992-02-20,2016-04-17,32859
175066,John,1982-07-28,2017-08-24,47603
123193,Ezra,1983-01-11,2021-01-27,62212
191361,Adeeb,1992-04-23,2015-05-23,31999
116332,Ammar,1990-08-13,2008-06-01,34658
188479,Firdaus,1991-02-23,2000-11-09,40755
106179,Haziq,1981-12-14,2020-08-17,55472
190511,Irfan,1988-10-06,2010-10-23,59207
113540,Alya,1983-06-04,2011-11-12,52472
148033,Khadijah,1988-12-03,2006-03-04,55212
183060,Ain,1989-01-23,2014-09-04,56414
150195,Jane,1982-10-20,2019-07-08,59968
160546,Zara,1982-01-15,2016-10-27,61701
150177,Aishah,1994-11-05,2003-02-18,38725
162084,Aiman,1985-06-03,2017-05-11,41711
156412,Amin,1997-01-26,2010-12-23,47745
125734,Nureen,1996-02-17,2007-01-24,50457
135641,Akmal,1990-04-04,2021-01-05,61476
104828,Aqilah,1996-11-01,2008-04-05,32482
175653,Alya,1988-05-17,2009-06-19,55498
141969,Luqman,1997-09-25,2022-04-05,59323
145004,Ammar,1983-04-09,2007-02-18,46677
168680,Ikhwan,1985-08-05,2007-11-01,53296
138508,Emma,1992-09-10,2017-03-10,45431
191972,Aisyah,1982-01-24,2019-11-26,57317
101537,Ahmad,1995-12-05,2012-02-03,62660
158616,Nurul,1981-05-18,2020-11-10,56373
141137,Nurul,1989-08-22,2018-04-22,44551
162331,Afif,1992-04-20,2014-10-19,47748
108231,Auni,1983-10-02,2017-07-01,59230
113243,Jane,1982-06-16,2004-07-02,39140
139915,Liyana,1989-06-24,2019-04-26,59346
107635,Hamid,1981-09-06,2010-02-04,56159
106350,Maisarah,1984-06-27,2015-02-16,36485
191986,Alyssa,1981-10-17,2002-06-20,46240
144023,Nur,2000-05-11,2002-05-17,49701
119087,Izzati,1986-10-12,2004-10-16,56789
107822,Liyana,1986-06-18,2008-04-26,52580
183333,Aishah,1998-05-13,2007-12-22,61853
189481,Haikal,1997-11-14,2016-08-08,45613
169137,Ismadi,1982-01-05,2017-06-26,41973
185090,Haziq,1991-01-16,2013-06-06,40267
145267,Rifqi,1986-08-27,2007-09-04,54857
158583,Amin,1992-10-10,2009-12-19,46110
178008,Christopher,1996-03-22,2014-02-15,39009
180275,Arissa,1989-06-12,2005-10-27,59917
184229,Nadia,1990-08-26,2001-08-22,36683
149587,Jane,1991-01-27,2018-03-14,39958
170077,Hakim,1981-04-03,2015-09-11,39972
125457,Matthew,1984-04-17,2007-02-21,49287
131509,Syahirah,1981-02-13,2002-09-08,57018
130780,Salmi,1995-06-21,2002-02-02,35782
177021,Izzati,1996-10-13,2012-06-09,52719
134528,Fauzi,1985-10-11,2018-06-18,38499
165293,Aina,1998-12-21,2000-12-01,52848
165038,Zara,1987-08-23,2010-02-15,46224
137875,Fauzi,1990-11-27,2014-11-01,48806
178348,Fatin,1995-09-18,2006-07-02,56392
122449,Syafiq,1987-06-10,2017-10-22,61285
193143,Zainal,1998-12-13,2015-01-08,37875
172663,Aqilah,1988-08-18,2012-05-15,35540
123814,Lina,1993-04-09,2002-03-12,42290
147155,Nadia,1982-07-15,2008-11-17,39711
122540,Izzati,1997-02-22,2005-03-21,58520
136498,Arissa,1996-07-10,2005-09-02,37152
184273,Marissa,1984-12-12,2003-12-08,44625
160818,Harith,1997-01-23,2007-03-13,50468
194984,Nurin,1986-03-25,2014-01-04,51784
189355,Nurul,1980-11-14,2001-06-22,61822
105982,Elina,1980-09-27,2004-12-28,32848
162173,Wafi,1992-06-24,2017-04-03,62692
182354,Amsyar,1998-12-09,2000-03-23,58548
103893,Eryna,1998-10-03,2001-09-16,50352
183900,Lutfi,2000-11-13,2018-01-17,39843
142086,Irfan,1992-12-05,2017-06-09,43798
174514,Hasif,1998-05-17,2018-04-14,62301
197019,Nurul,1992-05-13,2009-01-01,38110
103384,Maisarah,1997-02-23,2003-12-12,60622
157192,Syafiq,1987-06-01,2003-10-18,49340
112332,Nureen,1998-08-15,2012-08-08,60413
159610,Syukri,1980-03-22,2001-02-21,40039
125707,Hamid,1988-09-12,2017-07-18,45900
183642,Soraya,1991-09-23,2015-05-15,61437
195035,Aina,1981-11-12,2008-08-14,61817
178391,Fauzi,2000-03-04,2013-07-08,30342
171156,Izzati,1997-07-28,2006-10-07,40529
140002,Arifin,1982-10-20,2015-08-19,56834
149897,Emma,2000-02-11,2004-10-21,60757
136944,Christopher,1983-04-21,2002-05-21,41020
191104,Fatimah,1986-12-19,2003-12-11,47675
192128,Akmal,1992-08-04,2020-08-14,42446
192597,Nadira,1985-02-22,2022-03-15,54342
162088,Luqman,1993-01-11,2021-04-16,58319
170347,Aisyah,1994-11-23,2016-05-22,37624
118105,Dayana,1992-07-11,2019-03-15,58079
133334,Akmal,1983-05-06,2021-10-19,40727
149266,Haikal,1996-05-23,2006-05-07,41670
112427,Hadi,1986-10-16,2018-09-10,41273
132779,Azura,1999-05-01,2006-12-12,34806
124044,Haziq,1998-03-08,2017-09-01,62226
111715,Qistina,2000-02-26,2013-10-22,57193
129104,Nureen,1995-11-08,2015-07-14,30695
128020,Nurul,2000-04-15,2022-04-13,57894
198535,Aisy,1988-04-05,2013-04-02,42044
134384,Izzati,1990-06-08,2006-12-18,45484
174898,Salmi,1982-02-16,2006-10-14,61530
132326,Syahirah,1990-06-21,2018-07-21,57251
192386,Arif,1997-01-16,2019-05-13,44831
151166,Luqman,1997-08-01,2002-12-06,61198
144816,Ismadi,1997-12-09,2019-05-08,43555
188972,Izzati,2000-10-28,2015-05-19,53634
101490,Zulaikha,1989-05-21,2012-01-19,33486
113612,Aqil,1982-05-13,2003-08-22,57157
132715,Afif,1998-08-24,2015-11-19,31724
114648,Haikal,1999-03-17,2021-06-01,49275
104002,Farah,1997-10-23,2016-10-18,34134
168286,Nadira,1992-11-13,2007-11-11,53089
160581,Emily,1998-06-13,2011-11-09,30063
105204,Farah,1994-02-08,2016-06-10,33050
139693,Matthew,1984-01-08,2009-04-28,49214
157958,Haziq,1988-08-03,2001-04-10,33514
112574,Ashraf,1998-08-26,2001-02-18,50022
153541,Auni,1993-01-26,2017-02-23,43422
105782,Rayyan,1986-09-02,2022-07-21,31451
116488,Ili,1983-03-14,2016-08-04,57603
193342,Arif,1981-04-16,2021-04-09,51148
184140,Akmal,1980-06-16,2002-08-12,53763
153847,Zaim,1985-07-27,2000-03-26,38693
171223,Izzati,1981-06-06,2014-07-21,53940
139204,Marissa,1987-01-28,2008-08-03,45891
126699,Alyssa,2000-08-17,2016-02-24,48602
196780,Olivia,1995-03-10,2017-08-17,61850
168287,Izzat,1993-10-25,2008-07-17,50678
178283,Marissa,1996-07-28,2014-01-07,55379
171948,Ashraf,2000-02-26,2010-09-13,40260
199553,Auni,1997-12-17,2017-10-03,30683
189798,Nurul,1991-08-01,2003-09-17,52200
130781,Aziz,1983-08-16,2012-05-18,37378
152873,Ammar,1992-09-21,2019-11-15,30650
173593,Auni,1988-04-16,2015-07-25,40850
127773,Michael,1986-12-21,2016-09-01,44695
115697,Nurul,1998-04-06,2002-04-01,35003
122594,Nashit,1989-12-13,2022-04-13,40627
174975,Wan,1997-04-14,2001-10-11,61732
132330,Adnan,1986-12-14,2017-12-13,57881
164116,Afiq,1985-06-01,2019-07-08,39283
151992,Syukri,1998-06-05,2019-05-01,45824
149106,Rayyan,1987-11-27,2002-08-20,58511
159805,Aisha,2000-04-06,2015-06-18,61800
116451,Zainal,1995-09-28,2015-09-09,54684
144814,Maisarah,1994-08-09,2009-08-09,62731
187644,Aishah,1981-01-28,2011-07-23,47052
170895,Syafiq,1996-04-07,2009-10-08,33986
121527,Izzati,1987-09-06,2005-03-21,51158
109662,Rifqi,1984-04-07,2005-11-04,39779
109627,Ezra,1991-03-13,2016-12-23,45166
129818,Nurul,1985-01-23,2005-01-17,51956
175804,Imran,1988-12-02,2020-11-24,56867
189818,Ezra,1983-07-08,2002-08-21,62679
171609,Nurul,1998-09-12,2005-10-08,61819
149525,Izzat,1994-03-28,2012-09-06,37902
157554,Aisy,1987-12-05,2009-02-16,51319
107637,Lina,1991-07-14,2013-10-12,39441
198549,Elina,1993-09-17,2000-01-01,35377
138434,Danial,1991-04-04,2021-04-14,31487
138079,Wan,1981-02-08,2013-04-05,47421
138270,Syazwan,1990-11-01,2001-03-06,61603
152905,Rahim,1996-07-14,2005-06-11,36448
152336,Irfan,1986-02-01,2010-04-17,42776
115104,Aqilah,1988-09-04,2022-02-03,41452
117979,Qistina,1995-01-09,2002-09-05,47761
179664,Zaim,1998-08-04,2008-06-20,32612
145312,Auni,1981-05-16,2009-10-08,55385
189870,Salmi,1983-06-02,2002-12-21,33865
109528,Luqman,1981-05-13,2010-07-27,51108
145689,Aisha,1998-01-19,2008-09-10,50997
100045,Nashit,1996-12-09,2015-02-13,49048
133213,Firdaus,1990-12-21,2002-04-05,32869
180251,Amir,1984-12-27,2002-09-06,57554
156133,Matthew,1984-10-25,2019-03-27,33796
185489,Rahman,1990-11-16,2013-09-24,60885
112009,Ahmad,1987-05-19,2019-07-10,59864
163651,Rahman,1996-03-19,2010-11-09,53242
124016,Fauzi,1986-10-27,2022-03-22,35729
100721,Nurul,1997-06-27,2011-02-07,30435
112951,Aqil,1990-04-05,2020-01-05,61572
132664,Zulaikha,1986-08-13,2015-03-04,44557
122423,Hadi,1985-10-02,2010-05-28,43048
144040,Hakimi,1997-04-02,2012-05-01,42605
185132,Syafiq,1982-12-24,2009-08-12,45392
155515,Fauzi,1990-09-06,2005-03-07,62118
168827,Sophia,1998-09-04,2011-11-22,34912
176777,Afiq,1988-01-22,2019-12-18,57745
101763,Zulaikhah,1981-05-11,2007-08-27,40981
190423,Hadi,2000-04-12,2014-10-13,50929
132029,Emma,2000-06-08,2003-03-06,37486
101300,Aina,1988-11-12,2010-07-09,36826
134835,Arissa,1981-05-14,2001-02-25,57538
174588,Syed,1992-04-23,2021-09-25,60211
165647,Aqil,1999-07-13,2017-11-09,42190
130994,Syazwan,1980-08-19,2018-09-22,51278
199628,Azfar,1996-04-20,2017-03-22,62764
185925,Matthew,1994-08-17,2006-12-20,55246
107839,Ikhwan,1992-11-12,2019-09-28,56144
130974,Amsyar,1994-03-13,2017-04-20,33014
118094,Liyana,1995-04-24,2019-01-27,42019
171024,Alyssa,1985-06-01,2019-03-06,62276
128782,Fadhilah,1994-03-27,2015-07-12,32276
154689,Fatimah,1990-12-06,2013-08-16,59548
127327,Daniel,1983-03-06,2007-06-12,30935
103093,Ilham,1994-03-28,2018-12-21,54928
110001,Amir,1986-12-28,2000-12-09,50597
150947,Salmi,1995-12-05,2012-07-10,45390
170184,Harith,1996-11-20,2018-05-06,39536
171303,Nurul,1996-10-01,2011-04-20,42446
122197,Sophia,1997-08-18,2021-05-04,49268
121300,Afif,1987-11-12,2004-01-14,59370
137269,Nurul,1984-11-19,2017-07-19,38272
126744,Ain,1992-05-18,2006-02-13,44171
159687,Lina,1986-05-14,2006-05-11,42007
116988,Anis,1999-02-16,2002-09-04,49753
137532,Ismail,1994-01-10,2004-09-20,39828
147575,Zainab,1985-09-16,2012-06-06,48176
110693,Nadia,1988-02-28,2001-08-13,55445
197576,Syukri,2000-03-15,2003-11-06,30194
123363,Nur,1986-08-11,2018-03-04,54283
184574,Aziz,1998-07-15,2009-05-20,41426
117316,Soraya,1996-09-25,2017-04-08,34748
194322,Adeeb,1993-05-04,2000-01-07,32923
178430,Afiq,1994-02-23,2021-03-24,56419
166829,Nashit,2000-05-25,2009-12-24,40489
186297,Fatimah,1993-04-23,2001-11-06,44429
188304,Syed,1980-09-08,2019-03-16,47521
147561,Fikri,1982-04-01,2001-03-21,41020
189267,Izzah,1997-04-27,2011-02-28,42640
196078,Afiq,1990-12-10,2014-11-07,56045
196779,Afif,1990-02-18,2020-02-21,30243
113001,Fauzi,1987-04-20,2017-12-02,46104
121747,Zulaikha,1993-02-08,2008-05-24,53774
117141,Nadira,1997-09-24,2006-08-10,36861
197089,Dayana,1988-08-26,2007-08-17,61500
186074,Elina,1996-06-06,2001-02-02,50436
123582,Daniel,1987-10-16,2014-11-24,35904
161281,Razak,1987-06-08,2011-09-19,42486
137499,Nurul,1983-03-23,2001-08-26,57879
181444,Zulaikhah,1981-09-13,2020-02-14,57607
131263,Lutfi,1982-08-23,2004-04-22,42451
178618,Sofea,1988-02-28,2004-09-25,57504
149012,Arissa,2000-11-03,2000-07-24,33437
198038,Zulaikhah,1984-10-22,2008-03-17,48614
174401,Matthew,1995-06-08,2010-06-11,36043
160934,Diana,1980-07-12,2012-08-27,42674
155272,Akmal,1981-10-07,2013-05-11,34324
111375,Adeeb,1981-05-15,2004-08-26,39587
196999,Ismail,1988-05-17,2017-11-05,50139
141772,Aisyah,1988-09-14,2010-04-24,41553
140483,Fatin,1993-10-14,2020-08-15,49707
185808,Nureen,1985-07-02,2000-11-15,46022
125333,Azura,1988-11-08,2011-10-07,44545
144601,Alyssa,2000-08-16,2000-04-15,31465
162997,Aisyah,1997-07-16,2008-01-03,31001
186410,Haziq,1999-02-12,2019-11-10,60841
116067,Nazri,1999-09-05,2005-12-06,60069
132533,Aida,1993-08-21,2006-01-02,40806
141416,Fadhilah,1992-09-10,2015-05-21,61459
140134,Izzati,1985-01-15,2002-06-04,48125
133491,Azfar,1989-03-26,2022-07-12,60701
194477,Arissa,1989-02-21,2012-03-01,45160
170931,Ismail,1999-04-10,2001-12-16,30230
115689,Ilham,1985-07-06,2006-09-05,52651
112006,Aisyah,1996-07-24,2017-06-24,59850
146632,Zulkifli,1988-06-05,2004-06-10,34041
195303,Suraya,1996-08-10,2005-03-27,57165
172639,Luqman,1988-09-17,2013-10-09,52577
174111,Syazwan,1996-08-12,2021-08-19,59499
154493,Adnan,1996-08-07,2019-01-12,45895
158876,Haziq,1986-07-15,2006-07-24,56903
143443,Syahirah,1999-10-17,2013-01-21,55461
114348,Afif,1997-04-17,2001-04-23,57158
171347,Adeeb,1982-10-05,2009-01-27,56271
110075,Luqman,1994-04-11,2019-07-04,62474
150800,Sofea,1988-06-09,2014-04-08,38732
182255,Zulkifli,1999-10-24,2020-06-24,40973
144491,Zainal,1994-04-10,2010-02-03,36122
196243,Ain,1981-09-23,2022-02-09,55195
154799,Aina,1984-06-24,2018-05-24,62620
118612,Nashit,1985-04-12,2013-09-20,36308
180600,Fatimah,1982-03-08,2019-09-02,44689
170678,Ain,1987-09-16,2009-06-19,42802
188303,Amsyar,1987-09-04,2018-02-12,40118
176711,Irfan,1997-10-17,2011-02-07,37220
131612,Azura,1995-09-26,2001-09-10,32752
195198,Ahmad,1989-04-07,2004-06-03,46387
190003,Ili,1991-03-04,2009-11-15,31097
141306,Nureen,1984-06-26,2007-07-12,45159
139980,Ilham,1990-10-15,2015-03-23,50893
143836,Ezra,2000-04-17,2018-08-08,35656
136106,Ili,1988-02-18,2013-01-05,42925
167201,Zara,1980-02-13,2014-05-08,30433
197465,Amir,2000-08-09,2011-11-15,45765
127217,Syukri,1989-02-19,2011-05-14,31697
126435,Rizal,1993-09-26,2002-07-02,34928
191785,Kamil,1982-02-16,2008-09-04,61687
127757,Aiman,1994-12-14,2004-08-07,30497
101821,Fikri,1987-06-14,2008-05-21,44511
153900,Kamil,1981-11-25,2001-12-01,50433
111995,Izzat,1989-10-26,2009-03-17,31167
178276,Syukri,1996-06-06,2011-12-28,31657
126220,Zainab,1985-07-25,2021-04-18,31441
119258,Nurul,1985-12-16,2022-03-19,32915
175623,Aishah,1999-04-06,2010-12-15,30151
191663,Zulaikha,1983-03-18,2015-12-23,39127
109772,Amira,1991-08-07,2017-09-05,62465
108386,Nurin,1989-02-20,2005-11-24,54735
180372,Ahmad,1996-05-17,2021-03-22,38393
130513,Hasif,1994-12-25,2020-05-10,40142
173336,Emily,1988-09-15,2016-09-21,49138
198330,Syed,1990-08-12,2011-04-14,38201
107593,Alya,1992-08-22,2006-08-18,42387
146597,Amin,1989-10-04,2003-10-04,46975
134958,Alya,1994-07-01,2012-10-19,40024
161911,Ilham,1987-12-23,2014-06-26,46565
108204,Nurul,1981-01-13,2002-03-24,59035
162163,Ilham,1993-06-03,2004-03-21,30350
119764,Aisy,1988-01-27,2015-03-02,34635
157035,Ismadi,1997-10-22,2009-05-11,34476
149948,Ikhwan,1994-11-23,2004-02-05,50156
181872,Azfar,1984-01-04,2019-08-12,44096
106948,Izzati,1981-11-03,2004-06-21,58528
116235,Lina,1986-02-28,2021-04-04,49169
162324,Amir,1980-08-10,2018-11-19,35730
114640,Nadira,1999-11-02,2016-02-25,62144
197801,Auni,1985-12-07,2003-11-23,39004
151048,Alya,1983-06-21,2008-03-28,33070
106900,Zainab,1989-01-02,2017-12-14,56523
162753,Fatimah,1980-12-03,2016-11-13,32252
104589,Aqil,1999-04-14,2014-03-16,59868
194203,Fikri,1986-12-17,2008-03-22,40529
125167,Rifqi,1980-05-19,2002-02-24,50431
198375,Syed,1988-01-12,2001-12-07,39546
160693,Aiman,1989-12-13,2011-08-13,35311
189079,Maisarah,1984-12-26,2019-09-07,55233
117185,Daniel,1999-09-04,2003-06-28,37961
149227,Emma,1998-08-03,2006-06-06,40261
165016,Daniel,1992-09-15,2007-07-06,41353
168218,Azura,1991-04-07,2007-11-02,60670
119132,Ilham,1996-01-25,2010-01-20,49242
154624,Izzat,1983-02-18,2011-04-20,31495
155956,Haziq,1985-10-02,2002-03-14,46560
185295,Lutfi,1996-09-04,2016-08-08,31697
181232,Fikri,1985-02-11,2010-09-18,61499
177866,Jane,1988-06-13,2022-01-15,43393
122821,Syafiq,1985-01-25,2004-04-10,36442
196439,Harith,1995-09-10,2002-10-12,45444
144154,Aminuddin,1984-12-27,2019-11-07,58901
121902,Aziz,1990-07-28,2014-07-18,57974
169022,Haziq,1996-04-09,2005-05-25,60629
188719,Aisha,1980-08-20,2009-09-15,41159
197747,Zainab,1987-01-20,2002-09-05,43176
124585,Rayyan,1981-12-03,2017-02-12,40734
175405,Aina,1989-02-24,2022-07-05,49601
106723,Syukri,1995-02-09,2015-05-17,38787
114347,Fikri,1991-12-02,2000-10-16,48215
186063,Aisha,1984-10-21,2010-03-22,42821
129287,Naim,1986-08-05,2001-12-23,51677
196575,Izzati,1983-02-10,2020-09-16,52817
157606,Emma,1988-04-05,2020-03-15,44575
176221,Ili,1993-06-19,2015-09-27,44098
157881,Hadi,1992-07-25,2007-11-20,50054
106609,Sophia,1985-02-08,2010-07-10,38434
191248,Danial,1981-10-05,2014-11-13,54401
167558,Khadijah,1983-04-27,2011-12-18,40395
157199,Ahmad,1994-01-13,2022-12-04,37648
125774,Aisyah,2000-11-07,2018-09-26,33480
130375,Haziq,1992-07-06,2017-11-10,48528
160686,Haikal,1996-10-11,2002-10-09,40118
103673,Zara,1981-11-06,2001-05-04,61315
132272,Fatin,1999-08-13,2005-01-12,44786
101599,Michael,1986-08-22,2019-01-04,33155
153838,Ili,1992-05-10,2021-03-10,48296
184230,Ismail,1987-04-06,2012-06-19,43756
146808,Syafiq,1995-09-27,2002-04-24,41408
158346,Arif,1995-12-11,2002-11-26,50976
136836,Abidin,1995-12-27,2018-10-05,40019
128326,John,1995-05-13,2000-07-09,56837
149666,Adnan,1982-04-11,2009-02-16,36513
105907,Aisha,1984-11-25,2004-12-26,49557
147073,Izzat,1982-04-21,2020-09-25,44986
101196,Luqman,1994-12-12,2000-03-05,58484
136508,Haziq,1981-04-08,2021-08-13,40887
160269,Michael,1999-04-02,2021-07-01,50581
126402,Dayana,1988-04-09,2000-06-10,59556
103651,Amir,1987-08-05,2017-05-02,60924
105285,Fikri,1980-03-10,2017-04-14,44940
167339,Ezra,1982-02-04,2022-11-01,41328
149095,Lina,1980-03-25,2020-02-17,55656
134169,Haziq,1997-11-15,2015-10-04,37376
119693,Azura,1990-09-23,2015-07-19,32345
114906,Firdaus,1981-05-27,2003-08-02,44436
142134,Zainal,1982-05-16,2015-09-26,57737
112824,Nurul,1998-08-12,2011-12-21,35243
198817,Rahman,1987-07-15,2021-05-21,58331
127967,Harith,1987-12-02,2005-02-01,33513
135131,Azura,1998-06-06,2015-09-10,48917
120493,Firdaus,1993-05-27,2019-01-12,48962
196442,Wafi,1992-01-26,2017-11-15,52343
192051,Ismadi,1993-07-07,2015-11-26,40526
172439,Izzati,1999-08-06,2004-02-27,32646
188767,Danial,1998-11-25,2014-08-23,52487
117432,Nor,1998-06-16,2002-07-25,51916
116597,Izzah,1990-12-05,2009-04-25,41798
125475,Ikhwan,1990-07-28,2002-04-12,37373
165541,Nazri,1990-09-08,2008-04-08,52160
198274,Ikhwan,1992-08-10,2009-12-14,49742
186477,Aisyah,1997-03-23,2021-09-09,54037
145752,Michael,1981-09-25,2003-04-18,36676
123714,Fadhilah,1987-07-25,2015-06-09,31008
156555,Nurul,1981-06-15,2013-11-17,36640
102978,Zulaikha,1985-02-03,2012-12-22,55289
141724,Alya,1990-06-11,2008-10-02,60244
